SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,4.86865 206.35 329.465 552.424 835.548 1021.37 1225.95 1362.68,-4.14454 235.191 371.208 579.863 810.036 1001.48 1202.8 1401.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,plant id,WUE,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,µmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1713989242,0,20240424 13:07:22,13:07:22,15,f3.gerdis.1,41.92820859,1713989234,0.002273014,2.273014008,5.015467498,394.11,314.7500209,31.90302313,39.94694078,0.119620362,2.95095584,0.116990392,0.073350471,321.5080829,32.35433047,31.37551333,4.608876198,59.87312851,2.710654329,4.527330366,1.89822187,-100.2399178,-49.89016902,-3.804708405,167.5732877,0,0,1,0,52810.42072,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-300-20240423-13_06_05,10220.5,91.07906923,120.3906978,0.243470876,0.5,1681.1858,5.015467498,204.6598894,0.00357811,21.86646767,109.0138453,-,0,109.0138453,0.094499432,2.576426864,0.995696937,-0.042324493,1.356986899,3.083762294,-2.083762294,1999.986667,1681.1858,0.840598504,0.160755113,6,0.5,0: Broadleaf,2,1713989234,394.11,400.0215333,26.74287333,24.53055333,404.3835333,27.06273333,599.9748,101.2414667,0.118409467,31.06192,999.9,31.37551333,0,0,9998.41,0,329.3248,1999.986667,0.979998,0.0200017,0,91.08804667,4.9992,2241.978667,16265.18667,45.7248,46.65393333,46.125,45.729,46.7332,1955.086667,39.9,0,1600888376,0,91.07906923,-1.66828034,-26.01538462,2241.444231,15,1713989209,13:06:49,1713989209,1713989205,1,-1.088,-0.132,-10.317,-0.421,400,24,0.65,0.05,-5.972834286,1.328766234,0.148239902,0,2.122824286,1.326801818,0.157170832,0,0,2,0/2,100,100,-10.274,-0.3231,-7.104285351,-0.007814304,-3.18182E-07,6.4783E-10,-0.533712072,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.6,0.6,1.06323,2.49146,1.59912,2.2937,1.60278,2.51465,38.0863,13.7643,18,605.435,417.288,30.0027,30.2413,29.9994,30.223,30.2196,21.2844,27.7597,57.013,30,400,24.7011,99.9966,102.303
2,1713989286,44,20240424 13:08:06,13:08:06,15,f3.gerdis.1,47.13621972,1713989278,0.002037873,2.037872956,4.968303721,394.1711875,306.4534992,31.06303987,39.95436615,0.105403101,2.952173853,0.103356201,0.064778221,321.5079167,32.59218522,31.57814375,4.662245229,59.83691799,2.736614202,4.573454473,1.925631027,-89.87019737,-53.83505711,-4.111564769,173.6910974,0,0,1,0,52814.62082,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-301-20240423-13_06_49,10207.9,90.403128,117.6802825,0.231790355,0.5,1681.184925,4.968303721,194.8412257,0.003550058,22.39312875,106.7867528,-,0,106.7867528,0.092568861,2.503977609,0.995883212,-0.039233269,1.358384039,2.957769756,-1.957769756,1999.985625,1681.184925,0.840598505,0.160755114,6,0.5,0: Broadleaf,2,1713989278,394.1711875,399.94275,26.9981625,25.0153125,404.4451875,27.30788125,600.00125,101.2448125,0.118167375,31.23989375,999.9,31.57814375,0,0,10004.99688,0,327.912125,1999.985625,0.980000063,0.019999644,0,90.4122875,4.9992,2227.215625,16265.19375,45.8905,46.792625,46.25,45.906,46.89825,1955.085625,39.9,0,42.0999999,0,90.403128,-0.641984621,-9.759230725,2227.6944,15,1713989209,13:06:49,1713989209,1713989205,1,-1.088,-0.132,-10.317,-0.421,400,24,0.65,0.05,-5.7478985,-0.117501203,0.059024523,0,1.977842,0.19722406,0.03640571,0,0,2,0/2,100,100,-10.274,-0.3072,-7.104285351,-0.007814304,-3.18182E-07,6.4783E-10,-0.533712072,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,1.3,1.4,1.06567,2.49878,1.59912,2.2937,1.60278,2.35596,38.0377,13.738,18,605.624,418.199,30.0026,30.1928,29.9997,30.1722,30.1754,21.3212,26.5076,56.2658,30,400,24.941,100.007,102.314
3,1713989330,88,20240424 13:08:50,13:08:50,15,f3.gerdis.1,46.41234504,1713989322,0.002074473,2.074473199,4.879517427,394.241,307.4595824,31.16532401,39.96183305,0.105134042,2.949408551,0.103095601,0.064614604,321.5101639,32.72612437,31.81738667,4.725949369,59.89748855,2.761651913,4.610630562,1.964297456,-91.48426806,-69.19732503,-5.299740779,155.5288301,0,0,1,0,52710.49385,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-302-20240423-13_07_33,10206.5,89.80696538,117.7540395,0.237334313,0.5,1681.1995,4.879517427,199.5031645,0.003497216,22.37847612,106.8474831,-,0,106.8474831,0.092621506,2.562410446,0.995878194,-0.040201092,1.358346019,3.048617728,-2.048617728,2000.003333,1681.1995,0.840598349,0.160754814,6,0.5,0: Broadleaf,2,1713989322,394.241,399.9387333,27.24490667,25.22682,404.5154667,27.54473333,599.9606667,101.2460667,0.117903733,31.38220667,999.9,31.81738667,0,0,9989.173333,0,326.1856,2000.003333,0.9800028,0.0199969,0,89.81783333,4.9992,2213.502667,16265.35333,46.062,46.9664,46.3998,46.13326667,47.083,1955.113333,39.89,0,42.5,0,89.80696538,0.237152137,4.333675172,2213.609231,15,1713989209,13:06:49,1713989209,1713989205,1,-1.088,-0.132,-10.317,-0.421,400,24,0.65,0.05,-5.706348571,-0.000713766,0.034560865,1,1.997488095,0.412268571,0.041997191,0,1,2,1/2,100,100,-10.275,-0.2989,-7.104285351,-0.007814304,-3.18182E-07,6.4783E-10,-0.533712072,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,2,2.1,1.06689,2.49634,1.59912,2.29248,1.60156,2.34741,37.9649,13.7293,18,605.577,418.45,30.002,30.1758,29.9999,30.1404,30.145,21.3435,25.5715,55.8949,30,400,25.2368,100.01,102.319
4,1713989588,346,20240424 13:13:08,13:13:08,15,f8.gerdis.1,65.23871512,1713989580,0.001529399,1.529398783,5.450059985,393.9008,278.1399501,28.19480862,39.92938686,0.083540272,2.951526615,0.082248561,0.051519742,321.5031415,32.52756422,31.03730667,4.520983516,59.77003036,2.703206905,4.522679491,1.817776611,-67.44648633,1.047027385,0.079692467,255.183375,0,0,1,0,52830.18584,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-303-20240423-13_11_51,10233.2,385.3346923,422.0415144,0.086974435,0.5,1681.16254,5.450059985,73.10908067,0.003836666,5.522841726,308.9955739,-,0,308.9955739,0.267855025,0.324707123,0.953743904,-0.093904681,1.201494703,0.260379005,0.739620995,1999.959333,1681.16254,0.840598362,0.160754839,6,0.5,0: Broadleaf,2,1713989580,393.9008,399.9536667,26.66696,25.17825333,404.1947333,26.97264667,599.9628,101.2514,0.117743867,31.04388667,999.9,31.03730667,0,0,10000.67,0,379.6844,1999.959333,0.9800038,0.019996093,0,385.3299333,4.9992,8293.237333,16264.99333,45.78306667,46.6374,46.187,45.625,46.75,1955.069333,39.89,0,256.3000002,0,385.3346923,-6.143179512,-107.980171,8292.888462,15,1713989549,13:12:29,1713989537,1713989549,2,-0.022,0.018,-10.34,-0.376,400,25,0.47,0.07,-6.0810655,0.571370075,0.06334165,0,1.474178,0.23787609,0.023330241,0,0,2,0/2,100,100,-10.295,-0.3056,-7.126276796,-0.007814304,-3.18182E-07,6.4783E-10,-0.515839829,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.8,0.7,1.06934,2.5,1.59912,2.29248,1.60278,2.41943,37.4338,13.6767,18,605.436,420.235,30.001,29.6777,29.9996,29.6841,29.6885,21.4082,23.1325,56.1823,30,400,25.2044,100.093,102.404
5,1713989638,396,20240424 13:13:58,13:13:58,15,f8.gerdis.1,69.34090883,1713989630,0.001431943,1.431942541,5.383822065,394.035,271.7553673,27.54810638,39.9437119,0.077642796,2.949083817,0.076524798,0.047927105,321.5109087,32.68926029,31.20132667,4.563424751,60.00435429,2.734840212,4.557736258,1.828584539,-63.14866605,-3.482962987,-0.265710887,254.6135688,0,0,1,0,52736.4424,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-304-20240423-13_12_41,10212.3,380.897,420.0858131,0.093287638,0.5,1681.20342,5.383822065,78.41774766,0.003797174,5.553208688,307.9459443,-,0,307.9459443,0.266945146,0.349463697,0.954134349,-0.099755109,1.20250281,0.282532884,0.717467116,2000.008,1681.20342,0.840598348,0.160754811,6,0.5,0: Broadleaf,2,1713989630,394.035,399.9834667,26.97853333,25.58512667,404.3300667,27.27191333,599.9587333,101.2528,0.1181744,31.17942,999.9,31.20132667,0,0,9986.666667,0,367.9306667,2000.008,0.9800056,0.01999428,0,380.9468667,4.9992,8199.1,16265.38667,45.875,46.75,46.25,45.6374,46.8288,1955.118,39.89,0,48.39999986,0,380.897,-4.114538456,-35.05923071,8197.478,15,1713989549,13:12:29,1713989537,1713989549,2,-0.022,0.018,-10.34,-0.376,400,25,0.47,0.07,-5.9493705,-0.021860301,0.036241694,1,1.3685825,0.423290977,0.04110943,0,1,2,1/2,100,100,-10.295,-0.2929,-7.126276796,-0.007814304,-3.18182E-07,6.4783E-10,-0.515839829,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,1.7,1.5,1.07056,2.49023,1.59912,2.29248,1.60156,2.53052,37.3618,13.6767,18,605.677,420.706,30.0012,29.6522,29.9999,29.6408,29.6497,21.4279,21.2862,56.1823,30,400,25.5963,100.092,102.406
6,1713989692,450,20240424 13:14:52,13:14:52,15,f8.gerdis.1,66.74538326,1713989684,0.001465754,1.465753795,5.279516837,394.1001875,275.8887084,27.9675333,39.9509287,0.079099356,2.951301623,0.077940213,0.048815363,321.5082354,32.76010951,31.299525,4.588999914,60.09531489,2.751599264,4.578725096,1.83740065,-64.63974238,-6.267962139,-0.47823732,250.1222936,0,0,1,0,52786.25682,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-305-20240423-13_13_35,10213.4,378.09768,414.7140739,0.088293106,0.5,1681.18935,5.279516837,74.21871515,0.003735163,5.638091575,305.0494488,-,0,305.0494488,0.264434298,0.333894306,0.955199807,-0.091949718,1.205271785,0.269386138,0.730613862,1999.99125,1681.18935,0.840598353,0.160754821,6,0.5,0: Broadleaf,2,1713989684,394.1001875,399.9574375,27.14344375,25.71745625,404.39575,27.430225,599.991875,101.2555,0.117018875,31.26013125,999.9,31.299525,0,0,9998.9875,0,379.8995,1999.99125,0.98000575,0.019994119,0,378.228875,4.9992,8153.639375,16265.25,45.9409375,46.8435,46.312,45.75,46.937,1955.10125,39.89,0,52.30000019,0,378.09768,-2.035538451,-28.91076923,8152.1236,15,1713989549,13:12:29,1713989537,1713989549,2,-0.022,0.018,-10.34,-0.376,400,25,0.47,0.07,-5.849059048,-0.397313766,0.069508465,0,1.42354,0.127130649,0.017711561,0,0,2,0/2,100,100,-10.295,-0.2861,-7.126276796,-0.007814304,-3.18182E-07,6.4783E-10,-0.515839829,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,2.6,2.4,1.07178,2.49756,1.59912,2.29248,1.60278,2.52808,37.242,13.6592,18,605.252,421.356,29.9999,29.6477,30,29.6123,29.6193,21.447,20.3825,56.1823,30,400,25.7365,100.09,102.402
7,1713989953,710.9000001,20240424 13:19:13,13:19:13,15,b7.gerdis.2,45.57226958,1713989945,0.001889941,1.889940913,4.198721616,395.0773125,309.3485173,31.35955926,40.05013667,0.092133257,2.950873428,0.090564497,0.056741532,321.5033282,32.87740458,32.15195625,4.816306891,59.93990816,2.780073481,4.638101001,2.03623341,-83.34639425,-105.8299687,-8.118903298,124.208062,0,0,1,0,52734.72225,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-306-20240423-13_17_56,10198.4,162.37828,182.1843571,0.108714477,0.5,1681.160775,4.198721616,91.38325713,0.003092341,14.11057285,157.3365411,-,0,157.3365411,0.136388307,0.797095289,0.990426849,-0.031400754,1.32513407,0.772346004,0.227653996,1999.956875,1681.160775,0.840598513,0.16075513,6,0.5,0: Broadleaf,2,1713989945,395.0773125,400.0228125,27.424225,25.586075,405.7883125,27.7108375,599.9871875,101.2578125,0.115097063,31.486725,999.9,32.15195625,0,0,9996.328125,0,480.971375,1999.956875,0.97999975,0.020000225,0,162.4746875,4.9992,3747.945,16264.95,46.519375,47.531,46.8316875,46.601375,47.5,1955.056875,39.9,0,259.0999999,0,162.37828,-5.347384615,-104.2176925,3746.1712,15,1713989917,13:18:37,1713989917,1713989915,3,-0.405,-0.012,-10.749,-0.373,400,25,0.61,0.05,-4.9614645,0.248435639,0.059255055,0,1.80339,0.660965414,0.069893185,0,0,2,0/2,100,100,-10.712,-0.2881,-7.530960156,-0.007814304,-3.18182E-07,6.4783E-10,-0.527526292,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.6,0.6,1.07178,2.48535,1.59912,2.2937,1.60278,2.51587,37.0986,13.5804,18,604.086,422.443,30.0049,29.64,30.0001,29.5413,29.5433,21.4403,25.195,61.6978,30,400,25.5412,100.016,102.401
8,1713990006,763.9000001,20240424 13:20:06,13:20:06,15,b7.gerdis.2,50.86185763,1713989998,0.001656318,1.656318323,4.039858058,395.3078125,301.1222362,30.5274522,40.07588579,0.079428048,2.953609896,0.078260227,0.049016136,321.5084349,33.07413828,32.326075,4.863923491,59.88590806,2.799409534,4.674571405,2.064513957,-73.04363806,-111.6904264,-8.573711752,128.2006587,0,0,1,0,52789.57531,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-307-20240423-13_18_49,10185.9,159.5635769,177.2040557,0.099548956,0.5,1681.188034,4.039858058,83.68025676,0.002997796,14.53525392,153.6082063,-,0,153.6082063,0.133156373,0.747609398,0.990922236,-0.027748297,1.32770127,0.719706469,0.280293531,1999.989375,1681.188034,0.840598483,0.160755071,6,0.5,0: Broadleaf,2,1713989998,395.3078125,400.0021875,27.613325,26.002825,406.0206875,27.89220625,600.0305,101.264,0.114936938,31.62465625,999.9,32.326075,0,0,10011.25938,0,478.59425,1999.989375,0.980002188,0.019997713,0,159.616,4.9992,3688.97875,16265.2375,46.761625,47.687,47.034875,46.909875,47.75775,1955.0975,39.89875,0,51.5,0,159.5635769,-1.208923071,-34.28102564,3688.620769,15,1713989917,13:18:37,1713989917,1713989915,3,-0.405,-0.012,-10.749,-0.373,400,25,0.61,0.05,-4.6923745,0.226071429,0.05246159,0,1.6072955,0.11648797,0.013676591,0,0,2,0/2,100,100,-10.714,-0.2779,-7.530960156,-0.007814304,-3.18182E-07,6.4783E-10,-0.527526292,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,1.5,1.5,1.073,2.49512,1.59912,2.2937,1.60278,2.45728,37.1941,13.5541,18,604.189,422.903,30.0035,29.6959,30.0004,29.5676,29.5707,21.4606,23.0893,61.6978,30,400,25.9534,100.011,102.403
9,1713990060,817.9000001,20240424 13:21:00,13:21:00,15,b7.gerdis.2,51.77799415,1713990052,0.001568561,1.568560928,3.864897794,395.4954,299.8255499,30.39624385,40.09523079,0.074643637,2.952303174,0.073610832,0.046098373,321.5079295,33.20073476,32.45782667,4.900225702,60.02030189,2.822219366,4.702107915,2.078006336,-69.17353691,-116.133897,-8.929078052,127.2714176,0,0,1,0,52734.13352,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-308-20240423-13_19_43,10178.1,158.1436538,180.2593332,0.122688124,0.5,1681.18774,3.864897794,103.1308848,0.002893727,14.27194154,155.8987378,-,0,155.8987378,0.135141937,0.907846422,0.990619757,-0.034955737,1.326126364,0.894959158,0.105040842,1999.989333,1681.18774,0.840598353,0.160754822,6,0.5,0: Broadleaf,2,1713990052,395.4954,399.9805333,27.83809333,26.31324,406.2094667,28.10766,600.0164667,101.2648667,0.114898533,31.72818,999.9,32.45782667,0,0,10003.75,0,488.103,1999.989333,0.9800046,0.0199953,0,158.1192,4.9992,3661.396667,16265.23333,47.00413333,47.8874,47.2458,47.2122,48,1955.099333,39.89,0,52.0999999,0,158.1436538,-1.015692306,-26.56991455,3661.271923,15,1713989917,13:18:37,1713989917,1713989915,3,-0.405,-0.012,-10.749,-0.373,400,25,0.61,0.05,-4.4799545,-0.143607068,0.038777249,0,1.5139075,0.206782105,0.021230204,0,0,2,0/2,100,100,-10.714,-0.2683,-7.530960156,-0.007814304,-3.18182E-07,6.4783E-10,-0.527526292,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,2.4,2.4,1.073,2.49634,1.59912,2.2937,1.60156,2.44141,37.3138,13.5366,18,604.054,423.224,30.0038,29.7622,30.0004,29.6056,29.608,21.4745,22.2289,61.6978,30,400,26.2517,100.01,102.396
