SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,5.39882 202.376 335.372 548.139 832.688 1027.73 1242.68 1370.71,-3.96041 235.285 379.106 579.045 811.519 1001.67 1203.41 1400.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,plant id,WUE,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,µmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1715288370,0,20240509 13:59:30,13:59:30,15,d8.cenmel.2,26.82139368,1715288362,0.005119982,5.11998217,11.41936591,387.0653333,333.8110706,33.79107748,39.18190804,0.425755874,2.949749094,0.394326678,0.249084343,321.5062633,35.29182227,34.17912,5.396626416,74.45980764,4.144208295,5.565698364,1.25241812,-225.7912137,88.23977121,6.949317201,190.9041381,0,0,1,0,52143.14439,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-950-20240509-13_58_10,10214.3,305.9794,434.6851579,0.296089608,0.5,1681.176275,11.41936591,248.8894119,0.007387307,5.333112484,315.7190728,-,0,315.7190728,0.273683338,1.081869323,0.951187212,-0.340265622,1.194977274,1.116306455,-0.116306455,1999.975333,1681.176275,0.840598505,0.160755114,6,0.5,0: Broadleaf,2,1715288362,387.0653333,400.4678667,40.93928667,36.0284,395.7512667,41.61209333,599.9373333,101.1076667,0.1204844,34.73399333,999.9,34.17912,0,0,10004.782,0,212.7578667,1999.975333,0.9800022,0.019998247,0,306.0493333,4.9992,6571.112,16265.12667,50.00826667,51.64566667,50.54546667,50.4414,51.11233333,1955.084667,39.9,0,1600887512,0,305.9794,-2.922230761,-61.78923083,6569.7424,15,1715288331,13:58:51,1715288331,1715288325,1,-0.178,-0.142,-8.746,-0.673,394,39,0.34,0.05,-13.18428762,-0.05278987,1.849728704,1,4.433120476,7.11633974,0.727883845,0,1,2,1/2,100,100,-8.679,-0.6728,-5.58370437,-0.007814304,-3.18182E-07,6.4783E-10,-0.67281,0,0,0,5,2011,2,27,0.7,0.8,0.892334,2.54272,1.59912,2.29492,1.60156,2.57446,43.9743,15.8482,18,607.506,389.969,31.9927,39.0788,30.0001,38.7683,38.7225,17.8638,22.6119,100,32,400,33.6778,97.2621,100.483
2,1715288410,40,20240509 14:00:10,14:00:10,15,,42.14366303,1715288402,0.004685832,4.685831694,14.31994093,388.3019375,309.0762755,31.28681119,39.30657371,0.339788711,2.94767483,0.319431738,0.201372119,321.4995195,35.29985307,33.7925625,5.281496768,69.82081957,3.863649006,5.533663211,1.417847762,-206.6451777,133.0804251,10.46304484,258.3978118,0,0,1,0,52101.82239,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-951-20240509-13_58_50,10208.9,304.56724,431.9352242,0.294877512,0.5,1681.141289,14.31994093,247.8653803,0.009112822,5.373432509,314.265868,-,0,314.265868,0.272423617,1.082422717,0.951748041,-0.334298491,1.196394785,1.116891346,-0.116891346,1999.93375,1681.141289,0.84059849,0.160755085,6,0.5,0: Broadleaf,2,1715288402,388.3019375,404.442625,38.16823125,33.66090625,396.9975625,38.84105,599.9543125,101.106375,0.120453688,34.62999375,999.9,33.7925625,0,0,9993.126875,0,316.0861875,1999.93375,0.980002125,0.019998325,0,304.6026875,4.9992,6529.893125,16264.775,49.948875,51.503875,50.42925,50.20275,50.9645625,1955.04375,39.898125,0,38.5,0,304.56724,-0.390692307,-20.36846163,6530.4008,15,1715288331,13:58:51,1715288331,1715288325,1,-0.178,-0.142,-8.746,-0.673,394,39,0.34,0.05,-15.6892781,-23.61111584,4.924733694,0,4.476837143,0.479838701,0.054137769,0,0,2,0/2,100,100,-8.741,-0.6728,-5.58370437,-0.007814304,-3.18182E-07,6.4783E-10,-0.67281,0,0,0,5,2011,2,27,1.3,1.4,0.875244,2.54272,1.59912,2.29614,1.60156,2.59888,43.9743,15.8394,18,607.566,388.65,31.9962,39.062,29.9998,38.7991,38.7633,17.5643,24.5984,100,32,400,33.0538,97.2713,100.494
3,1715288431,61,20240509 14:00:31,14:00:31,15,d8.cenmel.2,39.741662,1715288425,0.004528368,4.528368493,12.35794804,386.4986364,311.1996326,31.50077672,39.12282012,0.310957001,2.948384426,0.293818459,0.185097608,321.5187727,35.35649572,33.8132,5.287588873,68.56421897,3.797526549,5.538641884,1.490062323,-199.7010505,132.4066548,10.40943798,264.6338149,0,0,1,0,52119.17079,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-952-20240509-13_59_11,10206.1,303.34128,429.2374309,0.293301893,0.5,1681.24481,12.35794804,246.5561424,0.007945272,5.413490068,312.8353101,-,0,312.8353101,0.271183528,1.081562346,0.952295673,-0.32811212,1.197785418,1.11541328,-0.11541328,2000.057273,1681.24481,0.840598333,0.160754783,6,0.5,0: Broadleaf,2,1715288425,386.4986364,400.607,37.51618182,33.15763636,395.1803636,38.18900909,599.9911818,101.1034545,0.120240545,34.64619091,999.9,33.8132,0,0,9997.445455,0,447.3353636,2000.057273,0.980005091,0.019995291,0,303.6646364,4.9992,6514.263636,16265.80909,49.97136364,51.437,50.375,50.125,50.937,1955.167273,39.89,0,19.30000019,0,303.34128,7.235230777,113.2015386,6506.7492,15,1715288331,13:58:51,1715288331,1715288325,1,-0.178,-0.142,-8.746,-0.673,394,39,0.34,0.05,-11.2979545,-38.54945368,4.889037282,0,4.4729015,-1.135520752,0.136394341,0,0,2,0/2,100,100,-8.684,-0.6728,-5.58370437,-0.007814304,-3.18182E-07,6.4783E-10,-0.67281,0,0,0,5,2011,2,27,1.7,1.8,0.889893,2.54639,1.59912,2.29492,1.60156,2.53296,43.9743,15.8219,18,608.09,388.35,31.9986,39.0506,29.9998,38.8084,38.7781,17.8251,23.7518,100,32,400,33.2473,97.2757,100.497
4,1715288643,273,20240509 14:04:03,14:04:03,15,d7.cenmel.2,121.1195129,1715288635,0.00258765,2.587650008,18.3996304,379.6596875,173.4078704,17.55317196,38.4309649,0.151913015,2.949024775,0.147695674,0.092678956,321.5069936,35.87288007,34.85034375,5.601728912,70.55444111,3.911593395,5.544078208,1.690135518,-114.1153654,-29.64824809,-2.342373353,175.4010068,0,0,1,0,52134.34492,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-953-20240509-14_02_43,10277.9,607.1741154,821.3082133,0.260723191,0.5,1681.185394,18.3996304,219.16201,0.011539257,2.35185982,479.7481826,-,0,479.7481826,0.415873146,0.626929613,0.849742316,25.57676097,0.995684368,0.495357649,0.504642351,1999.986875,1681.185394,0.840598213,0.160754552,6,0.5,0: Broadleaf,2,1715288635,379.6596875,399.0415,38.64265,36.155025,388.0219375,39.2752375,600.0075625,101.1025,0.122270938,34.6638625,999.9,34.85034375,0,0,10001.1775,0,415.9853125,1999.986875,0.980007813,0.019991988,0,607.362,4.9992,12747.21875,16265.24375,49.3474375,50.812,49.851375,49.4409375,50.32775,1955.106875,39.880625,0,210.5,0,607.1741154,-9.010427355,-202.7589745,12743.03462,15,1715288613,14:03:33,1715288613,1715288613,2,0.264,0.04,-8.493,-0.633,396,30,0.45,0.03,-19.385595,2.616518797,0.961921137,0,2.291725,3.879687519,0.392184801,0,0,2,0/2,100,100,-8.369,-0.6325,-5.320263947,-0.007814304,-3.18182E-07,6.4783E-10,-0.632581818,0,0,0,5,2011,2,27,0.5,0.5,0.936279,2.54517,1.59912,2.29614,1.60278,2.55737,43.9467,15.7606,18,609.481,391.472,32,38.6559,29.9994,38.6556,38.6526,18.7329,12.0461,100,32,400,37.2212,97.3679,100.596
5,1715288870,500,20240509 14:07:50,14:07:50,15,i2.cenmel.2,23.60714391,1715288862,0.001235293,1.235292768,1.874340625,398.2526667,350.5582606,35.47880059,40.30578803,0.079397179,2.947865991,0.078228021,0.048996123,321.5063211,35.82251716,34.98584,5.643943782,76.03420342,4.12291226,5.422444208,1.521031522,-54.47641107,-114.5883568,-9.045047189,143.3965061,0,0,1,0,52168.77304,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-954-20240509-14_06_30,10232.8,167.0872,201.2067103,0.169574416,0.5,1681.17378,1.874340625,142.5420306,0.001709722,12.68199895,171.3246901,-,0,171.3246901,0.148514034,1.14180735,0.988424934,-0.055775505,1.315328602,1.170764669,-0.170764669,1999.972,1681.17378,0.840598659,0.160755411,6,0.5,0: Broadleaf,2,1715288862,398.2526667,400.6186,40.73759333,39.55280667,406.8177333,41.30948667,600.0928,101.0870667,0.119507467,34.26482,999.9,34.98584,0,0,9996.121333,0,354.1608667,1999.972,0.9799966,0.020003393,0,167.1419333,4.9992,3762.470667,16265.06,48.9412,50.1166,49.312,49.187,49.937,1955.062,39.91,0,225.7,0,167.0872,-8.472384613,-190.2738464,3760.0568,15,1715288849,14:07:29,1715288849,1715288834,3,-0.057,0.061,-8.607,-0.572,406,40,0.8,0.13,-2.5793248,-9.193837083,2.698196878,0,0.991124104,2.904134963,0.380064597,0,0,2,0/2,100,100,-8.548,-0.5719,-5.377055989,-0.007814304,-3.18182E-07,6.4783E-10,-0.57189,0,0,0,5,2011,2,27,0.3,0.6,0.876465,2.54395,1.59912,2.29614,1.60278,2.60254,43.8641,15.6906,18,608.604,398.602,31.9998,38.0011,29.9997,38.1034,38.1167,17.5357,0,100,32,400,43.4852,97.4761,100.684
6,1715289127,757,20240509 14:12:07,14:12:07,15,h8.cenmel.1,55.45495444,1715289119,0.001707815,1.707814607,6.255217827,394.5158,295.6641051,29.92303972,39.92744385,0.112798178,2.948875105,0.110454859,0.06924077,321.5204207,35.60576938,35.25684667,5.729208207,78.63528177,4.241474808,5.393857201,1.487733399,-75.31462415,-172.8014545,-13.64717325,59.75716876,0,0,1,0,52213.55786,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-955-20240509-14_10_47,10219.8,178.67376,233.4802907,0.23473729,0.5,1681.250758,6.255217827,197.3261235,0.004315369,10.79075969,194.1795109,-,0,194.1795109,0.168325899,1.39454054,0.984640516,-0.094582778,1.298692513,1.515562218,-0.515562218,2000.064,1681.250758,0.84059848,0.160755066,6,0.5,0: Broadleaf,2,1715289119,394.5158,401.4448,41.90924,40.27299333,403.2681333,42.45962667,599.9980667,101.0852,0.1209972,34.16990667,999.9,35.25684667,0,0,10002.03867,0,350.1820667,2000.064,0.980002733,0.019997647,0,178.8016667,4.9992,4020.916,16265.82,48.0788,49.28306667,48.4958,48.2872,49.17873333,1955.168,39.9,0,255.7,0,178.67376,-3.929384624,-66.3646154,4019.7388,15,1715289092,14:11:32,1715289092,1715289076,4,-0.215,0.021,-8.756,-0.55,394,41,0.27,0.19,-7.300989048,20.86757532,3.553364951,0,1.637529524,-0.201408312,0.064803912,0,0,2,0/2,100,100,-8.739,-0.5504,-5.591865268,-0.007814304,-3.18182E-07,6.4783E-10,-0.550381818,0,0,0,5,2011,2,27,0.6,0.8,0.915527,2.54028,1.59912,2.29614,1.60156,2.6001,43.6995,15.5855,18,610.463,397.647,32.0006,37.7812,30.0006,37.8844,37.8929,18.3184,0.907402,100,32,400,40.1476,97.4963,100.699
7,1715289178,808,20240509 14:12:58,14:12:58,15,h8.cenmel.1,59.93048646,1715289170,0.001430181,1.430181317,5.56370178,393.9091333,288.0554281,29.15229251,39.86508552,0.092835919,2.94865784,0.091242188,0.057167279,321.5132965,35.73928188,35.33897333,5.755267006,78.47198408,4.247335606,5.412550295,1.507931399,-63.07099609,-175.9702034,-13.90822865,68.56386839,0,0,1,0,52196.77873,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-956-20240509-14_11_38,10213.4,176.5881154,226.8371331,0.221520247,0.5,1681.21324,5.56370178,186.211386,0.003904146,11.13606416,189.5624469,-,0,189.5624469,0.164323564,1.348073529,0.985458591,-0.085734712,1.302116867,1.447119565,-0.447119565,2000.019333,1681.21324,0.840598494,0.160755094,6,0.5,0: Broadleaf,2,1715289170,393.9091333,400.0362,41.96816,40.598,402.6565333,42.51856,599.9996667,101.0831333,0.120627,34.23202,999.9,35.33897333,0,0,10001.00867,0,349.8859333,2000.019333,0.980001933,0.019998453,0,176.6967333,4.9992,3974.377333,16265.47333,48.01653333,49.1746,48.375,48.16633333,49.1208,1955.119333,39.9,0,49.10000014,0,176.5881154,-1.110871787,-32.39931633,3974.164615,15,1715289092,14:11:32,1715289092,1715289076,4,-0.215,0.021,-8.756,-0.55,394,41,0.27,0.19,-6.5523305,9.833640451,1.823533722,0,1.407882,-0.563696842,0.069179209,0,0,2,0/2,100,100,-8.741,-0.5504,-5.591865268,-0.007814304,-3.18182E-07,6.4783E-10,-0.550381818,0,0,0,5,2011,2,27,1.4,1.7,0.926514,2.55005,1.59912,2.29614,1.60156,2.4707,43.6447,15.5417,18,610.212,397.68,32.0011,37.8388,30.0008,37.9149,37.9251,18.5384,0.913864,100,32,400,40.5131,97.4832,100.681
8,1715289436,1066,20240509 14:17:16,14:17:16,15,h1.cenmel.2,40.24780067,1715289428,0.002279134,2.279133546,6.118745146,392.8582,318.147754,32.19808636,39.75914365,0.15202682,2.946070866,0.147799145,0.092744513,321.5097977,35.57289034,34.48144667,5.488184049,73.70612543,4.000718992,5.427932847,1.487465057,-100.5097894,-31.52005964,-2.483655311,186.9962934,0,0,1,0,52114.58339,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-957-20240509-14_15_56,10221.7,241.06488,299.3392173,0.194676587,0.5,1681.20032,6.118745146,163.6451705,0.004234323,8.196623233,237.6680733,-,0,237.6680733,0.206024271,0.944920648,0.975481029,-0.113463205,1.264744158,0.931605922,0.068394078,2000.004667,1681.20032,0.840598199,0.160754524,6,0.5,0: Broadleaf,2,1715289428,392.8582,399.8728,39.53091333,37.34172667,401.3242667,40.1225,599.9590667,101.0834,0.1214206,34.28299333,999.9,34.48144667,0,0,9986.291333,0,445.8395333,2000.004667,0.980008,0.0199918,0,241.0727333,4.9992,5293.899333,16265.38667,48.062,49.4496,48.375,48.4958,49.18286667,1955.124667,39.88,0,256.6999998,0,241.06488,-3.862230783,-73.6730771,5292.8004,15,1715289377,14:16:17,1715289370,1715289377,5,0.272,-0.041,-8.518,-0.592,400,37,0.47,0.07,-7.1068035,3.398617895,0.586742595,0,2.178874,0.23019609,0.022339489,0,0,2,0/2,100,100,-8.463,-0.5916,-5.320489968,-0.007814304,-3.18182E-07,6.4783E-10,-0.591590909,0,0,0,5,2011,2,27,1.1,1,0.957031,2.54639,1.59912,2.29492,1.60156,2.42554,43.6447,15.4279,18,609.28,391.357,32.0006,38.1855,30.0018,38.1156,38.1176,19.1505,16.0186,100,32,400,37.2481,97.3894,100.6
9,1715289718,1347.9,20240509 14:21:58,14:21:58,15,c2.cenmel.2,20.49712499,1715289710,0.002571691,2.571691414,3.502968426,393.8464667,350.9365438,35.51427426,39.85669684,0.170900476,2.949452742,0.165583619,0.103953682,321.5036141,35.50818303,34.68283333,5.549919381,74.61543834,4.05276703,5.431539532,1.497152351,-113.4115914,-61.68138672,-4.859731905,141.5509041,0,0,1,0,52208.60553,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-958-20240509-14_20_38,10221.7,279.9497308,351.6866355,0.203979616,0.5,1681.16228,3.502968426,171.4614179,0.002678485,6.827735609,269.5201597,-,0,269.5201597,0.23363548,0.873067806,0.966913581,-0.155527379,1.237760591,0.840541528,0.159458472,1999.958667,1681.16228,0.840598513,0.160755129,6,0.5,0: Broadleaf,2,1715289710,393.8464667,398.3623333,40.04767333,37.57894667,402.3190667,40.66384,599.9938,101.0787333,0.1198306,34.29492667,999.9,34.68283333,0,0,10005.96133,0,376.8275333,1999.958667,0.979998,0.020001993,0,279.9954667,4.9992,6087.431333,16264.94667,48.2248,49.375,48.4538,48.66633333,49.2996,1955.058667,39.9,0,280.3000002,0,279.9497308,-7.940888882,-162.8536752,6086.068077,15,1715289691,14:21:31,1715289691,1715289668,6,0.001,-0.025,-8.584,-0.616,412,37,0.88,0.09,-4.4503605,-0.949671429,1.665685958,0,2.402874,1.186567218,0.116509952,0,0,2,0/2,100,100,-8.44,-0.6161,-5.319419965,-0.007814304,-3.18182E-07,6.4783E-10,-0.61615,0,0,0,5,2011,2,27,0.5,0.8,0.858154,2.54883,1.59912,2.29492,1.60156,2.59888,43.6721,15.3228,18,608.862,392.333,32.002,38.5,30.0006,38.417,38.4054,17.1658,18.244,100,32,400,37.4206,97.3434,100.557
