SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,4.20645 206.844 331.989 554.352 841.215 1026.18 1230.39 1368.66,-3.83245 233.551 371.982 579.519 813.099 1001.25 1203.88 1400.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,plant id,WUE,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,µmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1714339057,0,20240428 14:17:37,14:17:37,15,a6.miccal.2,-2512.832483,1714339049,8.56513E-06,0.008565132,-1.303738351,401.22575,4359.217884,443.3271689,40.80417189,0.000518832,2.956991731,0.000518782,0.000324243,321.5050239,27.98884172,27.4167875,3.667715532,59.93903822,2.035741475,3.396353254,1.631974057,-0.377722334,-208.2697851,-15.16442568,97.6930908,0,0,1,0,53868.45318,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-498-20240427-14_16_20,10305.3,58.84392692,59.3,0.007690946,0.5,1681.1697,-1.303738351,6.464892396,-0.000180671,45.42344013,56.40074082,-,0,56.40074082,0.048891386,0.157306763,0.99892481,-0.000605164,1.388477371,0.150775423,0.849224577,1999.9675,1681.1697,0.84059851,0.160755124,6,0.5,0: Broadleaf,2,1714339049,401.22575,399.9254375,20.0173625,20.00896875,412.160375,20.5769,599.9950625,101.568375,0.1304115,26.11034375,999.9,27.4167875,0,0,10000.43125,0,273.7426875,1999.9675,0.979999688,0.020000013,0,58.8785125,4.9992,1474.05875,16265.03125,48,50,48.527125,48.812,48.492125,1955.0675,39.9,0,1600890422,0,58.84392692,-0.90433163,-23.99316237,1473.903077,15,1714339029,14:17:09,1714339029,1714339019,1,-0.772,-0.11,-10.925,-0.562,400,20,0.61,0.45,1.319710476,-0.411392727,0.079818778,0,0.011189416,-0.010117832,0.010614176,1,1,2,1/2,100,100,-10.935,-0.5587,-7.705230046,-0.007814304,-3.18182E-07,6.4783E-10,-0.556156457,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.5,0.6,1.07178,2.52441,1.59912,2.2876,1.60156,2.47681,43.7817,15.4279,18,617.311,383.152,20.8335,37.1004,29.999,36.9446,36.9249,21.4452,12.466,22.508,18.2305,400,20.1065,98.447,101.046
2,1714339594,537,20240428 14:26:34,14:26:34,15,f4.brohor.2,16.22728884,1714339586,0.001334886,1.334886013,1.519045066,398.009875,362.8451699,36.89152655,40.46682466,0.093610527,2.956275719,0.091994437,0.057639398,321.5045447,26.89983392,26.2020375,3.414809683,60.89874848,1.978614682,3.249023553,1.436195001,-58.86847316,-133.8253445,-9.650941316,119.1597857,0,0,1,0,53982.00368,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-499-20240427-14_25_17,10241.3,111.92876,129.4957287,0.135656742,0.5,1681.169925,1.519045066,114.0310175,0.001498388,20.25869346,116.4263683,-,0,116.4263683,0.100925031,1.34413377,0.995042882,-0.025703737,1.352293521,1.398144796,-0.398144796,1999.968125,1681.169925,0.84059836,0.160754834,6,0.5,0: Broadleaf,2,1714339586,398.009875,400.0603125,19.4605875,18.15161875,408.67125,19.98320625,599.9723125,101.5473125,0.125603688,25.36236875,999.9,26.2020375,0,0,9998.443125,0,284.3763125,1999.968125,0.980003063,0.019996563,0,112.2849375,4.9992,2694.31375,16265.05625,47.4645625,49.39825,48.1091875,48.027125,48.031,1955.078125,39.89,0,535.7,0,111.92876,-15.0793846,-251.3053842,2687.6132,15,1714339562,14:26:02,1714339562,1714339550,2,0.246,0.052,-10.674,-0.548,400,18,0.83,0.13,-2.070607,0.513671278,0.070989283,0,1.295923,0.361395789,0.038307615,0,0,2,0/2,100,100,-10.662,-0.5254,-7.459021335,-0.007814304,-3.18182E-07,6.4783E-10,-0.504330334,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.5,0.7,1.07056,2.5415,1.59912,2.28638,1.60156,2.34375,44.1954,15.244,18,615.743,379.626,19.5464,35.558,29.9983,35.6635,35.6637,21.4213,19.7028,21.3722,17.8479,400,17.9876,98.7789,101.357
3,1714339648,591,20240428 14:27:28,14:27:28,15,f4.miccal.2,20.00176469,1714339640,0.001167358,1.167358262,1.633066435,397.8586667,356.6920186,36.26510303,40.45054217,0.081646118,2.957223032,0.080414191,0.050368005,321.510315,26.63116709,25.94919333,3.364127384,60.40857346,1.926595444,3.189274856,1.43753194,-51.48049935,-143.2689399,-10.29941665,116.4614591,0,0,1,0,54066.30012,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-500-20240427-14_26_11,10252.6,101.97132,120.7740607,0.155685258,0.5,1681.197559,1.633066435,130.8688375,0.001566185,21.79388457,109.3280819,-,0,109.3280819,0.09477183,1.642737687,0.995670276,-0.027165234,1.356789286,1.761253659,-0.761253659,2000.000667,1681.197559,0.840598499,0.160755104,6,0.5,0: Broadleaf,2,1714339640,397.8586667,399.9562667,18.94938,17.80409333,408.519,19.48388,599.9742667,101.5455333,0.125098867,25.05056,999.9,25.94919333,0,0,10003.99333,0,247.4993333,2000.000667,0.980002,0.019997653,0,102.1512667,4.9992,2490.31,16265.32,47.2206,49.09973333,47.8456,47.7248,47.79133333,1955.102667,39.9,0,52.70000005,0,101.97132,-7.970769256,-145.3915387,2488.4344,15,1714339562,14:26:02,1714339562,1714339550,2,0.246,0.052,-10.674,-0.548,400,18,0.83,0.13,-2.088792381,-0.130648831,0.047259826,0,1.163794286,-0.221957922,0.027456477,0,0,2,0/2,100,100,-10.66,-0.5359,-7.459021335,-0.007814304,-3.18182E-07,6.4783E-10,-0.504330334,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,1.4,1.6,1.07056,2.52686,1.59912,2.28638,1.60156,2.55371,44.3342,15.244,18,615.921,379.491,19.2026,35.3108,29.9984,35.4336,35.4391,21.4341,20.247,20.2458,17.4925,400,17.8361,98.8273,101.402
4,1714339744,687,20240428 14:29:04,14:29:04,15,f4.miccal.2,20.30680185,1714339736,0.001320091,1.320090537,1.878510098,397.5466,355.8438509,36.17934892,40.41934999,0.092506447,2.955947529,0.090927735,0.056969431,321.5132371,26.46638296,25.71948,3.318652497,59.40253008,1.880316177,3.165380623,1.43833632,-58.21599269,-126.6994662,-9.09590048,127.5018778,0,0,1,0,54051.69874,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-501-20240427-14_27_47,10242.1,94.62020385,113.646744,0.16741826,0.5,1681.21018,1.878510098,140.732642,0.001712166,23.22339525,103.4548395,-,0,103.4548395,0.089680568,1.866828723,0.996153207,-0.027208398,1.36046321,2.041133478,-1.041133478,2000.015333,1681.21018,0.840598646,0.160755386,6,0.5,0: Broadleaf,2,1714339736,397.5466,399.95,18.49394667,17.19822,408.2044667,19.03856,599.9769333,101.5472667,0.1247134,24.92443333,999.9,25.71948,0,0,9996.586,0,248.7922,2000.015333,0.9799962,0.020003573,0,94.59800667,4.9992,2320.218,16265.38667,46.77893333,48.6746,47.41633333,47.2248,47.31213333,1955.105333,39.91,0,94.0999999,0,94.62020385,-3.076687165,-58.86222225,2320.028462,15,1714339562,14:26:02,1714339562,1714339550,2,0.246,0.052,-10.674,-0.548,400,18,0.83,0.13,-2.416161429,0.115616104,0.050498089,0,1.322652857,-0.443218442,0.050140869,0,0,2,0/2,100,100,-10.657,-0.5454,-7.459021335,-0.007814304,-3.18182E-07,6.4783E-10,-0.504330334,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,3,3.2,1.07178,2.53784,1.59912,2.28638,1.60278,2.47192,44.5014,15.3491,18,616.179,379.037,21.1352,34.8601,29.9984,35.0247,35.0359,21.4441,20.3398,17.6105,21.139,400,17.5181,98.9125,101.477
5,1714339956,898.9000001,20240428 14:32:36,14:32:36,15,f5.miccal.2,50.23961616,1714339948,0.000504986,0.504986184,1.807872336,397.916625,309.0849338,31.42509134,40.45673184,0.035984995,2.95677155,0.035743452,0.022361224,321.4962794,26.77807979,25.66241875,3.307440056,59.90771225,1.907860243,3.184665498,1.399579813,-22.26989072,-101.4018032,-7.279358173,190.5452273,0,0,1,0,54057.46218,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-502-20240427-14_31_19,10234.5,92.04670385,109.6879517,0.160831227,0.5,1681.125411,1.807872336,135.1887311,0.001670234,24.09765164,100.1639811,-,0,100.1639811,0.086827864,1.852299703,0.996409769,-0.025085385,1.362503852,2.015647544,-1.015647544,1999.915,1681.125411,0.840598431,0.160754972,6,0.5,0: Broadleaf,2,1714339948,397.916625,399.9255,18.76496875,18.26944375,408.3253125,19.2715,599.982,101.547375,0.124003625,25.02629375,999.9,25.66241875,0,0,10001.25,0,257.3584375,1999.915,0.980002625,0.019997713,0,92.30054375,4.9992,2145.88375,16264.625,46.3278125,48.0270625,46.85125,46.81625,46.839625,1955.024375,39.89375,0,210.5,0,92.04670385,-14.51597607,-301.5849573,2139.88,15,1714339916,14:31:56,1714339912,1714339916,3,0.25,0.033,-10.424,-0.527,400,18,0.61,0.09,-2.025780952,0.004062078,0.053001606,1,0.508899762,-0.121749896,0.028910201,0,1,2,1/2,100,100,-10.409,-0.5054,-7.208765981,-0.007814304,-3.18182E-07,6.4783E-10,-0.471488542,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.7,0.7,1.07544,2.5354,1.59912,2.28516,1.60156,2.46704,44.6132,15.2265,18,616.696,379.419,19.5625,33.9829,29.9995,34.1782,34.2047,21.5177,11.6162,15.7338,19.5592,400,18.3579,99.0405,101.613
6,1714340083,1025.9,20240428 14:34:43,14:34:43,15,f5.miccal.2,40.38591393,1714340075,0.000605426,0.605425672,1.735518569,397.9604667,324.69524,33.00920455,40.45750238,0.042973364,2.955955338,0.042629285,0.026673987,321.5063726,26.73131004,25.69968,3.314758074,59.9893772,1.908029123,3.180611656,1.406728951,-26.69927214,-110.7169085,-7.950895841,176.1392962,0,0,1,0,54037.13755,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-503-20240427-14_33_26,10230.6,78.12953077,94.86457507,0.176409838,0.5,1681.174817,1.735518569,148.2878884,0.001627147,28.01936785,87.65624802,-,0,87.65624802,0.075985446,2.321626666,0.997295444,-0.023305543,1.37014487,2.604714003,-1.604714003,1999.973333,1681.174817,0.840598616,0.16075533,6,0.5,0: Broadleaf,2,1714340075,397.9604667,399.937,18.76834,18.17425333,408.3692667,19.27480667,599.9759333,101.5384667,0.123647467,25.00492667,999.9,25.69968,0,0,9997.496667,0,240.5928667,1999.973333,0.9799972,0.020003093,0,78.17880667,4.9992,1860.733333,16265.06667,47.3414,48.979,47.8456,47.94133333,47.80793333,1955.072,39.90733333,0,125.5,0,78.12953077,-2.485565808,-64.14222214,1860.037692,15,1714339916,14:31:56,1714339912,1714339916,3,0.25,0.033,-10.424,-0.527,400,18,0.61,0.09,-1.984098,0.355674586,0.054708989,0,0.5961418,-0.011338015,0.010353548,1,1,2,1/2,100,100,-10.409,-0.5064,-7.208765981,-0.007814304,-3.18182E-07,6.4783E-10,-0.471488542,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,2.9,2.8,1.07666,2.53296,1.59912,2.28638,1.60156,2.49512,44.8659,15.209,18,615.758,377.952,19.6002,33.8905,30,33.9597,33.9773,21.5577,9.06201,14.2362,19.6959,400,18.2765,99.0526,101.62
7,1714340140,1082.9,20240428 14:35:40,14:35:40,15,f5.miccal.2,40.23748885,1714340132,0.000621512,0.621511905,1.779705315,397.9491875,324.9273581,33.03235488,40.45580791,0.044230029,2.956672996,0.043865712,0.027448552,321.5059217,26.72304068,25.6972375,3.31427794,60.09339975,1.910913072,3.17990508,1.403364868,-27.408675,-110.9484851,-7.965345081,175.1834165,0,0,1,0,54058.8865,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-504-20240427-14_34_23,10232.2,76.236272,91.49399648,0.166762029,0.5,1681.174425,1.779705315,140.178029,0.001653431,29.08842226,84.77064773,-,0,84.77064773,0.073484043,2.26936383,0.997480136,-0.021148927,1.371882305,2.523410927,-1.523410927,1999.973125,1681.174425,0.840598508,0.160755121,6,0.5,0: Broadleaf,2,1714340132,397.9491875,399.97625,18.7969625,18.187125,408.3579375,19.30278125,599.992,101.536875,0.123862563,25.0012,999.9,25.6972375,0,0,10001.725,0,251.5769375,1999.973125,0.98000075,0.019999438,0,76.26955,4.9992,1827.42125,16265.08125,47.7303125,49.3316875,48.245875,48.281,48.175375,1955.073125,39.9,0,55.5,0,76.236272,-0.845284614,-35.55923081,1826.7008,15,1714339916,14:31:56,1714339912,1714339916,3,0.25,0.033,-10.424,-0.527,400,18,0.61,0.09,-2.027839,-0.034002406,0.043481156,1,0.59700655,0.287004045,0.032118737,0,1,2,1/2,100,100,-10.409,-0.5062,-7.208765981,-0.007814304,-3.18182E-07,6.4783E-10,-0.471488542,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,3.8,3.7,1.07788,2.5415,1.59912,2.28516,1.60156,2.38525,44.9786,15.174,18,615.364,377.084,19.6164,33.8996,30.0005,33.9179,33.9303,21.5713,7.35654,13.8643,19.6081,400,18.2918,99.0481,101.615
